0.000000,0.006256,0.000000
0.000000,2.817927,25.00000
0.000000,50.000000,50.0000
0.000000,0.966521,75.00000
25.000000,4.043703,0.00000
25.000000,2.925047,25.0000
25.000000,50.000000,50.000
25.000000,2.399365,75.0000
50.000000,50.000000,0.0000
50.000000,50.000000,25.000
50.000000,50.000000,50.000
50.000000,50.000000,75.000
75.000000,1.751457,0.00000
75.000000,4.479812,25.0000
75.000000,50.000000,50.000
75.000000,4.114200,75.0000
13
75.000000,35.000000,0.000000
75.000000,35.000000,-50.0000
45.000000,10.000000,-50.0000
0.000000,10.000000,-50.00000
-45.000000,10.000000,-50.000
-75.000000,35.000000,-50.000
-75.000000,35.000000,0.00000
-75.000000,35.000000,50.0000
-45.000000,10.000000,50.0000
0.000000,10.000000,50.000000
45.000000,10.000000,50.00000
75.000000,35.000000,50.00000
75.000000,35.000000,0.000000
6
c,25,25
t,-25,-25
c,36,-46
c,-7,16
c,36,22
t,-39,-2
